fps,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
29,22,35,0,21,36,0,21,36,0,21,36,0,22,36,0,22,36,0,22,36,0,20,36,0,21,36,0,21,35,0,21,35,0,16,33,0,23,33,0,11,35,0,27,36,0,8,38,0,32,38,0,6,39,0,33,39,0,7,39,0,33,39,0,7,39,0,32,39,0,19,22,0,23,23,0,20,15,0,27,16,0,20,7,0,32,10,0,20,6,0,33,9,0,18,5,0,34,7,0
29,22,35,0,22,36,0,22,36,0,21,36,0,22,36,0,22,36,0,22,36,0,20,36,0,22,36,0,21,35,0,22,35,0,16,33,0,23,33,0,12,36,0,28,36,0,8,38,0,32,38,0,7,39,0,33,39,0,7,39,0,33,39,0,8,39,0,33,39,0,19,22,0,23,23,0,20,15,0,28,16,0,20,7,0,32,10,0,20,6,0,33,9,0,18,5,0,34,7,0
29,22,35,0,22,36,0,22,36,0,21,36,0,22,36,0,22,36,0,22,36,0,20,36,0,22,36,0,22,35,0,22,35,0,17,33,0,23,33,0,12,36,0,28,36,0,8,38,0,32,38,0,7,39,0,34,39,0,7,40,0,34,39,0,8,39,0,33,39,0,19,22,0,23,23,0,20,15,0,28,16,0,20,7,0,32,9,0,20,6,0,33,9,0,18,5,0,34,7,0
29,23,35,0,23,36,0,22,36,0,22,36,0,23,36,0,23,36,0,23,36,0,21,36,0,22,36,0,22,35,0,23,35,0,17,33,0,23,33,0,12,36,0,28,35,0,9,39,0,33,38,0,7,40,0,34,38,0,8,40,0,34,38,0,8,40,0,34,38,0,20,22,0,23,23,0,20,15,0,28,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,5,0,34,7,0
29,24,35,0,23,36,0,23,36,0,23,36,0,23,36,0,24,36,0,24,36,0,22,36,0,23,36,0,23,35,0,23,35,0,18,33,0,24,33,0,13,36,0,29,35,0,9,39,0,33,37,0,8,40,0,35,38,0,8,40,0,35,38,0,9,40,0,34,38,0,20,22,0,24,22,0,20,15,0,28,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,5,0,34,7,0
29,24,35,0,23,36,0,23,36,0,23,36,0,24,36,0,24,36,0,24,36,0,22,36,0,23,36,0,23,35,0,23,34,0,18,33,0,24,33,0,13,36,0,29,35,0,9,39,0,34,37,0,8,40,0,35,37,0,8,40,0,35,38,0,9,40,0,34,38,0,20,22,0,24,22,0,20,15,0,28,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,6,0,34,7,0
29,24,35,0,24,36,0,24,36,0,23,36,0,24,36,0,24,36,0,24,36,0,22,36,0,23,36,0,23,35,0,24,34,0,18,33,0,24,32,0,14,36,0,30,35,0,10,40,0,34,36,0,9,41,0,36,37,0,9,41,0,36,37,0,9,40,0,35,37,0,20,22,0,24,22,0,20,15,0,28,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,6,0,34,7,0
29,25,35,0,25,36,0,24,36,0,24,36,0,25,36,0,25,36,0,25,36,0,23,36,0,24,35,0,24,34,0,24,34,0,19,33,0,25,32,0,14,37,0,30,34,0,11,40,0,35,36,0,10,41,0,36,36,0,10,41,0,36,36,0,10,41,0,36,36,0,21,22,0,24,22,0,20,14,0,29,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,6,0,34,6,0
29,25,35,0,25,36,0,25,36,0,24,36,0,25,36,0,25,36,0,25,36,0,23,36,0,24,35,0,24,34,0,25,34,0,19,33,0,25,32,0,15,37,0,30,34,0,11,40,0,35,36,0,10,41,0,37,36,0,10,41,0,37,36,0,11,41,0,36,36,0,21,22,0,24,22,0,20,14,0,29,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,6,0,34,6,0
29,26,35,0,25,36,0,25,36,0,25,36,0,26,35,0,26,35,0,26,35,0,24,36,0,25,35,0,25,34,0,25,34,0,20,33,0,26,32,0,15,37,0,31,34,0,12,40,0,36,35,0,11,42,0,37,35,0,11,42,0,37,36,0,12,41,0,37,35,0,21,22,0,25,22,0,20,14,0,29,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,6,0,34,6,0
29,27,35,0,26,35,0,26,35,0,26,36,0,27,35,0,27,35,0,27,35,0,25,36,0,26,35,0,26,34,0,26,34,0,20,34,0,27,32,0,16,37,0,32,33,0,13,41,0,37,34,0,12,42,0,38,34,0,12,42,0,38,35,0,13,42,0,38,34,0,21,22,0,25,22,0,20,14,0,29,16,0,20,7,0,32,9,0,20,6,0,33,8,0,18,6,0,34,6,0
29,27,35,0,27,35,0,26,36,0,26,36,0,27,35,0,27,35,0,27,35,0,25,36,0,26,35,0,26,34,0,27,34,0,21,34,0,27,32,0,17,37,0,32,33,0,13,41,0,37,34,0,12,42,0,38,34,0,12,42,0,38,34,0,13,42,0,38,34,0,21,22,0,25,22,0,20,14,0,29,16,0,20,7,0,32,9,0,20,6,0,32,8,0,18,6,0,34,6,0
29,28,34,0,27,35,0,27,35,0,27,35,0,28,35,0,28,35,0,28,35,0,26,35,0,27,35,0,27,34,0,27,34,0,21,34,0,27,32,0,17,38,0,33,32,0,14,41,0,38,33,0,13,43,0,39,33,0,14,43,0,39,33,0,14,42,0,39,33,0,21,22,0,25,22,0,20,14,0,30,16,0,20,7,0,32,8,0,20,6,0,32,7,0,18,6,0,34,6,0
29,29,34,0,28,35,0,28,35,0,28,35,0,29,35,0,29,35,0,29,35,0,27,35,0,28,35,0,28,34,0,28,34,0,22,34,0,28,31,0,19,38,0,34,31,0,16,42,0,39,32,0,15,43,0,40,32,0,15,43,0,40,32,0,16,43,0,40,32,0,22,22,0,26,22,0,20,14,0,30,16,0,20,7,0,32,8,0,20,6,0,32,7,0,18,6,0,34,6,0
29,29,34,0,29,35,0,28,35,0,28,35,0,29,35,0,29,35,0,29,35,0,27,35,0,28,35,0,28,34,0,28,33,0,23,34,0,29,31,0,19,38,0,34,31,0,16,41,0,39,32,0,15,43,0,40,32,0,15,43,0,40,32,0,16,42,0,40,32,0,22,22,0,26,22,0,20,14,0,30,16,0,20,7,0,32,8,0,20,6,0,32,7,0,18,6,0,34,6,0
29,30,34,0,30,34,0,29,35,0,29,35,0,30,34,0,30,34,0,30,34,0,28,35,0,29,34,0,29,33,0,29,33,0,23,34,0,29,31,0,20,38,0,35,30,0,18,42,0,40,30,0,17,44,0,41,30,0,17,44,0,41,30,0,17,43,0,41,30,0,22,22,0,26,22,0,20,14,0,31,16,0,20,7,0,32,8,0,20,6,0,32,7,0,18,6,0,34,6,0
29,31,33,0,31,34,0,31,34,0,30,34,0,31,34,0,31,34,0,31,34,0,29,35,0,30,34,0,30,33,0,31,33,0,25,34,0,30,30,0,22,39,0,36,29,0,20,43,0,40,29,0,19,45,0,42,28,0,19,45,0,42,28,0,20,44,0,42,28,0,23,22,0,26,22,0,21,14,0,31,16,0,20,7,0,32,8,0,20,6,0,32,7,0,18,6,0,34,6,0
29,32,33,0,32,34,0,32,34,0,32,34,0,32,33,0,32,33,0,32,33,0,31,34,0,31,33,0,32,32,0,32,32,0,26,34,0,31,29,0,24,39,0,37,28,0,22,43,0,41,27,0,22,45,0,43,26,0,22,45,0,43,27,0,22,44,0,42,27,0,23,22,0,27,21,0,21,14,0,31,16,0,20,8,0,32,8,0,20,6,0,31,7,0,18,6,0,34,6,0
29,33,32,0,32,33,0,32,33,0,32,33,0,33,33,0,33,33,0,33,33,0,31,34,0,32,33,0,32,32,0,32,32,0,26,33,0,32,29,0,24,39,0,37,28,0,22,43,0,41,27,0,22,45,0,43,26,0,22,45,0,43,26,0,22,44,0,42,26,0,23,22,0,27,21,0,21,15,0,32,16,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,33,32,0,33,32,0,33,33,0,33,33,0,33,32,0,34,32,0,34,32,0,32,33,0,33,32,0,32,32,0,33,31,0,27,33,0,32,29,0,26,39,0,38,26,0,25,43,0,42,25,0,25,45,0,44,24,0,25,45,0,44,24,0,25,45,0,43,25,0,24,22,0,27,21,0,21,15,0,32,16,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,35,31,0,35,32,0,35,32,0,35,32,0,35,31,0,35,31,0,35,32,0,34,33,0,34,32,0,34,31,0,34,30,0,29,33,0,34,28,0,28,39,0,38,25,0,28,43,0,43,23,0,28,45,0,44,22,0,28,45,0,44,22,0,28,44,0,43,22,0,24,22,0,28,21,0,22,15,0,32,16,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,35,31,0,35,31,0,35,32,0,35,32,0,35,31,0,35,31,0,35,31,0,34,32,0,34,31,0,34,30,0,35,30,0,29,33,0,34,28,0,28,39,0,38,25,0,28,43,0,43,23,0,28,45,0,44,22,0,28,45,0,44,22,0,28,44,0,44,22,0,24,22,0,28,21,0,22,15,0,32,16,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,36,30,0,36,31,0,36,31,0,36,31,0,36,31,0,36,31,0,36,31,0,35,32,0,36,31,0,35,30,0,36,30,0,31,32,0,35,27,0,31,38,0,39,23,0,31,43,0,43,21,0,31,45,0,44,20,0,32,45,0,44,20,0,31,44,0,44,20,0,25,21,0,28,21,0,22,15,0,33,15,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,38,29,0,38,30,0,38,30,0,38,30,0,38,30,0,38,30,0,38,30,0,37,31,0,37,30,0,37,29,0,37,29,0,32,31,0,36,26,0,33,37,0,40,22,0,34,42,0,43,19,0,35,44,0,45,17,0,36,44,0,45,17,0,35,43,0,44,18,0,26,21,0,29,20,0,23,15,0,33,15,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,38,29,0,38,30,0,38,30,0,38,30,0,38,29,0,38,29,0,38,29,0,37,30,0,38,29,0,37,29,0,38,29,0,33,31,0,36,26,0,33,37,0,40,22,0,35,42,0,44,18,0,35,43,0,45,17,0,36,44,0,45,17,0,35,43,0,44,18,0,26,21,0,29,20,0,23,15,0,33,15,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,40,27,0,40,28,0,40,29,0,39,29,0,40,28,0,40,28,0,40,28,0,38,29,0,39,28,0,39,27,0,39,27,0,34,30,0,37,25,0,36,36,0,40,20,0,38,40,0,44,16,0,39,42,0,45,15,0,39,42,0,45,15,0,39,41,0,44,15,0,27,21,0,30,20,0,23,15,0,34,14,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,42,27,0,42,27,0,42,28,0,41,28,0,42,27,0,42,27,0,42,27,0,40,28,0,41,27,0,41,27,0,41,26,0,36,29,0,38,23,0,38,34,0,41,19,0,41,39,0,44,14,0,43,40,0,45,13,0,43,40,0,45,13,0,43,39,0,44,13,0,28,21,0,31,20,0,24,15,0,34,14,0,20,8,0,32,8,0,20,7,0,31,7,0,18,6,0,34,6,0
29,42,26,0,42,27,0,42,27,0,42,28,0,42,27,0,42,27,0,42,27,0,41,28,0,41,27,0,41,27,0,41,26,0,36,29,0,38,23,0,39,34,0,41,19,0,42,39,0,44,14,0,43,40,0,45,13,0,44,40,0,45,13,0,43,39,0,44,13,0,28,21,0,31,20,0,24,15,0,34,14,0,20,8,0,32,8,0,20,8,0,31,7,0,18,6,0,34,6,0
29,43,26,0,43,26,0,43,27,0,43,27,0,43,26,0,43,26,0,43,26,0,42,27,0,42,26,0,42,26,0,42,26,0,38,28,0,39,22,0,41,33,0,41,17,0,46,36,0,44,12,0,47,37,0,45,11,0,47,37,0,45,11,0,47,37,0,44,12,0,28,21,0,32,20,0,24,16,0,35,14,0,20,9,0,32,8,0,20,8,0,31,7,0,18,6,0,34,5,0
29,45,24,0,45,24,0,45,24,0,45,25,0,45,24,0,45,24,0,45,24,0,44,25,0,44,24,0,44,24,0,44,24,0,40,27,0,41,21,0,44,31,0,42,16,0,49,33,0,44,11,0,50,34,0,45,10,0,51,34,0,45,10,0,50,33,0,44,10,0,30,21,0,33,19,0,24,16,0,36,14,0,20,10,0,32,8,0,20,9,0,31,7,0,18,6,0,34,5,0
29,45,23,0,45,24,0,45,24,0,45,24,0,45,24,0,45,24,0,45,24,0,44,25,0,44,24,0,44,23,0,44,23,0,40,27,0,41,21,0,44,30,0,42,15,0,49,33,0,44,11,0,51,33,0,45,10,0,51,33,0,45,10,0,50,33,0,44,10,0,30,21,0,33,19,0,25,16,0,36,13,0,20,10,0,32,8,0,20,9,0,31,7,0,18,7,0,34,5,0
29,46,22,0,46,22,0,46,23,0,46,23,0,46,22,0,46,22,0,46,22,0,45,23,0,45,22,0,45,22,0,45,22,0,42,25,0,42,20,0,47,28,0,42,15,0,52,30,0,44,10,0,54,30,0,45,9,0,54,29,0,45,9,0,53,29,0,44,9,0,31,21,0,34,19,0,25,17,0,36,13,0,20,11,0,32,7,0,20,11,0,31,6,0,18,8,0,34,4,0
29,48,21,0,48,21,0,48,21,0,47,21,0,48,21,0,47,21,0,47,21,0,46,22,0,46,21,0,47,21,0,47,21,0,43,24,0,42,19,0,50,26,0,43,14,0,54,26,0,44,9,0,56,25,0,45,8,0,56,25,0,45,8,0,55,25,0,45,8,0,32,22,0,34,19,0,26,19,0,36,13,0,20,15,0,32,7,0,19,15,0,31,6,0,18,11,0,34,4,0
29,48,20,0,48,21,0,48,21,0,48,21,0,48,20,0,48,20,0,48,20,0,47,21,0,47,20,0,47,20,0,47,20,0,44,24,0,43,18,0,50,26,0,43,13,0,55,25,0,44,9,0,56,25,0,45,8,0,56,24,0,45,8,0,55,25,0,45,8,0,32,22,0,34,19,0,26,19,0,36,13,0,20,15,0,32,7,0,19,14,0,31,6,0,18,11,0,35,4,0
29,49,19,0,49,19,0,49,19,0,49,19,0,49,19,0,49,19,0,48,19,0,48,20,0,48,19,0,48,19,0,48,19,0,45,23,0,43,18,0,52,23,0,43,13,0,56,22,0,44,8,0,57,21,0,45,7,0,57,21,0,45,7,0,57,21,0,45,7,0,34,22,0,35,19,0,27,21,0,36,13,0,20,19,0,32,7,0,19,19,0,31,6,0,18,16,0,35,4,0
29,49,17,0,49,18,0,49,18,0,49,18,0,49,18,0,49,18,0,49,18,0,49,19,0,48,18,0,48,18,0,48,18,0,46,21,0,44,17,0,53,20,0,44,12,0,57,19,0,44,7,0,58,18,0,45,7,0,58,17,0,45,6,0,58,18,0,45,7,0,35,22,0,36,19,0,28,23,0,36,13,0,22,24,0,32,7,0,22,24,0,31,6,0,20,23,0,35,4,0
29,49,17,0,50,18,0,50,18,0,50,18,0,50,17,0,50,17,0,49,17,0,49,19,0,49,18,0,49,18,0,48,17,0,47,21,0,44,17,0,53,20,0,44,12,0,57,18,0,44,8,0,58,17,0,45,7,0,58,17,0,45,7,0,58,17,0,45,7,0,35,22,0,36,19,0,28,23,0,36,13,0,22,24,0,32,7,0,22,24,0,31,6,0,20,22,0,35,4,0
29,50,16,0,50,17,0,50,17,0,50,17,0,50,17,0,50,17,0,49,17,0,49,18,0,49,17,0,49,17,0,49,16,0,48,20,0,45,17,0,53,18,0,44,12,0,58,16,0,44,7,0,58,15,0,45,6,0,58,14,0,45,6,0,58,15,0,45,7,0,37,23,0,37,19,0,30,25,0,36,13,0,31,26,0,32,7,0,31,26,0,31,6,0,29,26,0,35,4,0
29,50,15,0,50,16,0,50,16,0,50,16,0,50,16,0,50,16,0,50,16,0,50,17,0,49,16,0,49,16,0,49,16,0,48,19,0,46,17,0,53,17,0,44,13,0,58,14,0,44,7,0,58,13,0,45,7,0,58,13,0,45,6,0,58,13,0,45,7,0,38,24,0,38,20,0,33,28,0,36,14,0,33,29,0,32,8,0,31,31,0,31,7,0,30,32,0,35,5,0
29,50,15,0,50,15,0,50,16,0,50,16,0,50,15,0,50,15,0,50,15,0,50,17,0,49,16,0,49,16,0,49,15,0,49,19,0,46,16,0,54,17,0,44,12,0,58,13,0,44,7,0,59,13,0,45,6,0,58,12,0,45,6,0,58,13,0,45,7,0,38,24,0,38,20,0,33,28,0,36,14,0,34,29,0,32,8,0,34,29,0,31,7,0,32,32,0,35,5,0
29,50,15,0,50,15,0,50,15,0,50,15,0,50,15,0,50,15,0,50,15,0,50,16,0,49,15,0,49,15,0,49,15,0,49,19,0,46,16,0,54,15,0,44,12,0,58,12,0,44,7,0,59,11,0,45,6,0,58,11,0,45,6,0,58,11,0,45,6,0,40,25,0,38,21,0,36,29,0,36,15,0,36,30,0,32,8,0,35,30,0,31,8,0,37,32,0,35,5,0
29,50,14,0,50,14,0,50,14,0,50,15,0,50,14,0,50,14,0,50,14,0,50,15,0,49,15,0,49,15,0,49,15,0,49,19,0,47,16,0,54,14,0,48,12,0,58,11,0,45,6,0,59,11,0,46,6,0,58,10,0,46,6,0,58,11,0,46,6,0,41,24,0,40,22,0,40,28,0,36,16,0,39,32,0,32,11,0,39,32,0,31,11,0,40,34,0,33,8,0
29,50,14,0,50,14,0,50,14,0,50,14,0,50,14,0,50,14,0,50,14,0,50,14,0,49,15,0,49,14,0,49,14,0,49,17,0,50,17,0,50,13,0,53,13,0,53,9,0,54,9,0,53,8,0,55,9,0,53,8,0,55,8,0,53,9,0,54,9,0,41,24,0,42,25,0,38,20,0,39,25,0,38,15,0,34,25,0,35,16,0,34,25,0,34,12,0,33,24,0
29,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,14,0,50,14,0,50,14,0,49,14,0,50,14,0,48,16,0,50,17,0,50,11,0,55,13,0,52,7,0,57,10,0,52,6,0,58,9,0,53,6,0,58,9,0,53,7,0,57,9,0,41,24,0,43,25,0,37,19,0,43,31,0,35,14,0,43,32,0,33,15,0,40,32,0,32,11,0,40,33,0
29,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,14,0,50,14,0,50,14,0,49,14,0,50,14,0,48,16,0,51,17,0,50,12,0,55,13,0,52,8,0,57,9,0,53,7,0,58,9,0,53,7,0,58,9,0,53,8,0,57,9,0,42,24,0,44,26,0,37,21,0,46,32,0,32,18,0,46,35,0,30,18,0,45,36,0,30,14,0,46,37,0
29,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,14,0,50,14,0,49,14,0,50,14,0,50,17,0,51,17,0,54,13,0,55,13,0,57,9,0,57,8,0,57,8,0,57,7,0,57,8,0,57,6,0,56,8,0,57,8,0,45,26,0,44,25,0,45,32,0,41,26,0,47,38,0,32,23,0,48,39,0,31,23,0,48,39,0,30,23,0
29,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,50,13,0,51,17,0,50,16,0,56,12,0,48,11,0,57,8,0,48,6,0,58,8,0,51,6,0,57,8,0,48,6,0,57,8,0,48,6,0,45,26,0,45,25,0,40,30,0,42,30,0,33,28,0,38,32,0,33,31,0,38,32,0,31,26,0,37,31,0
29,50,12,0,50,12,0,50,12,0,50,12,0,50,12,0,50,12,0,50,12,0,50,13,0,50,13,0,50,13,0,50,13,0,52,17,0,50,15,0,56,12,0,48,11,0,58,8,0,47,6,0,58,7,0,50,5,0,57,7,0,47,5,0,57,7,0,47,6,0,47,26,0,45,25,0,51,32,0,41,27,0,54,39,0,32,28,0,54,41,0,31,29,0,57,41,0,29,25,0
29,50,12,0,50,12,0,50,12,0,50,12,0,50,12,0,50,12,0,50,12,0,50,13,0,50,13,0,50,12,0,50,12,0,52,16,0,49,15,0,57,12,0,48,11,0,58,8,0,46,6,0,58,7,0,46,5,0,57,7,0,46,6,0,57,7,0,46,6,0,49,27,0,46,26,0,55,31,0,41,29,0,61,37,0,33,33,0,61,38,0,32,34,0,64,38,0,30,31,0
29,50,11,0,50,11,0,50,11,0,50,12,0,50,11,0,50,11,0,50,11,0,51,12,0,50,12,0,50,12,0,50,12,0,53,16,0,49,15,0,57,11,0,46,11,0,58,7,0,46,6,0,58,6,0,46,5,0,58,6,0,46,5,0,57,7,0,46,6,0,50,27,0,47,26,0,55,33,0,41,30,0,61,37,0,33,33,0,61,38,0,32,35,0,64,39,0,30,31,0
29,50,11,0,50,11,0,50,12,0,50,12,0,50,11,0,50,12,0,50,12,0,51,12,0,50,12,0,50,12,0,50,12,0,53,15,0,52,15,0,52,11,0,55,11,0,53,5,0,56,6,0,52,5,0,56,5,0,49,6,0,56,6,0,49,6,0,55,6,0,50,27,0,50,26,0,49,32,0,56,29,0,41,37,0,62,35,0,41,38,0,62,37,0,37,37,0,66,35,0
29,51,12,0,50,12,0,50,12,0,50,12,0,51,12,0,51,12,0,51,12,0,51,12,0,51,13,0,50,12,0,51,12,0,53,15,0,52,15,0,56,11,0,48,11,0,57,6,0,54,5,0,57,5,0,54,4,0,56,6,0,54,3,0,56,6,0,54,4,0,51,27,0,52,26,0,48,33,0,60,28,0,41,40,0,69,32,0,40,42,0,69,33,0,38,41,0,72,31,0
29,51,11,0,51,11,0,51,11,0,51,12,0,51,11,0,51,11,0,51,11,0,51,12,0,51,12,0,51,12,0,51,12,0,54,15,0,49,15,0,57,11,0,47,11,0,58,6,0,47,5,0,58,5,0,46,5,0,57,5,0,47,4,0,57,5,0,47,5,0,54,26,0,51,26,0,59,28,0,54,32,0,66,34,0,48,40,0,67,36,0,50,41,0,69,32,0,45,41,0
29,51,11,0,51,11,0,51,11,0,52,12,0,51,11,0,51,11,0,51,12,0,52,12,0,51,13,0,51,12,0,51,12,0,54,15,0,49,15,0,57,11,0,47,11,0,58,6,0,46,6,0,58,6,0,46,5,0,57,5,0,46,5,0,57,6,0,47,5,0,55,26,0,51,27,0,62,25,0,51,34,0,71,27,0,48,42,0,72,29,0,48,44,0,74,24,0,42,44,0
29,51,11,0,52,12,0,52,12,0,52,12,0,51,12,0,51,12,0,51,12,0,52,13,0,51,13,0,52,12,0,51,12,0,55,15,0,49,15,0,57,11,0,47,11,0,58,6,0,46,6,0,58,5,0,46,5,0,58,5,0,46,5,0,58,6,0,47,5,0,56,26,0,53,27,0,63,23,0,53,35,0,72,21,0,53,43,0,74,22,0,53,45,0,74,17,0,51,46,0
29,51,11,0,52,12,0,52,12,0,52,12,0,51,12,0,51,12,0,51,12,0,52,13,0,51,13,0,52,12,0,51,12,0,55,15,0,49,15,0,57,11,0,47,11,0,58,6,0,46,6,0,58,5,0,46,5,0,58,5,0,46,5,0,58,5,0,47,5,0,57,25,0,53,27,0,63,23,0,53,35,0,72,21,0,53,43,0,74,22,0,54,44,0,74,17,0,51,46,0
